Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Slot Straight Up,Wobble > Mystery Canyon > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120275243/slot-straight-up,2.5,-1,Boulder,V3,1,15,36.1592,-115.50365
Hound Dog Arete,Hound Dog Arete > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/113852043/hound-dog-arete,1.8,-1,Boulder,V3-4,1,10,36.15988,-115.41696
Sergeant Hightower,Barndoor Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/118153704/sergeant-hightower,2.1,-1,Boulder,V9,1,,36.16033,-115.41682
Old Time Classic “OTC”,Peruvian Flake Boulder > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121665111/old-time-classic-otc,3,-1,Boulder,V4,1,,36.16039,-115.49716
The Ironcross,Snake Eyes Wall Bouldering > Snake Eyes Corridor Bouldering > Lower Canyon Bouldering > * Keyhole Canyon Bouldering > Keyhole Canyon > Southern Nevada > Nevada,https://www.mountainproject.com/route/107408319/the-ironcross,2.5,-1,Boulder,V5,1,20,35.71495,-114.92569
McMillen's Egg,McMillen's Egg > Chicken Leg Bouldering > Lower Canyon Bouldering > * Keyhole Canyon Bouldering > Keyhole Canyon > Southern Nevada > Nevada,https://www.mountainproject.com/route/107408345/mcmillens-egg,2.1,-1,Boulder,V6,1,12,35.7146,-114.92566
Family Feud,Hound Dog Arete > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120256456/family-feud,2,-1,Boulder,V10,1,10,36.15988,-115.41696
Pretzel,Pretzel Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116355964/pretzel,1.9,-1,Boulder,V2,1,7,36.15968,-115.41673
Donkey Punch - Right,Warm-up Boulders Main > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107432448/donkey-punch-right,1.8,-1,Boulder,V5,1,12,36.15949,-115.41688
Stale Chips,Potato Chip > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/118057327/stale-chips,2.1,-1,Boulder,V4,1,,36.15937,-115.41662
square arete sit,Hound Dog Arete > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/122055516/square-arete-sit,2.3,-1,Boulder,V8,1,4,36.15988,-115.41696
Edge of Fright,Edge of Fright > Above Monkey Bar > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/118070763/edge-of-fright,2,-1,Boulder,V4,1,,36.16198,-115.4119
Picante Sauce,Picante Sauce > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121850917/picante-sauce,2.1,-1,Boulder,V0-1,1,10,36.1597,-115.41648
Face and Seam,Blood Trails > (10) Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116220340/face-and-seam,2,-1,Boulder,V5+,1,15,36.10806,-115.47918
Who Done It?,Venom Boulder > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120119454/who-done-it,1.8,-1,Boulder,V6,1,12,36.1611,-115.4238
Astronomy,Astronomy Boulder > Galaxy Gully > (10) Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120119017/astronomy,2.5,-1,Boulder,V6,1,18,36.10947,-115.48202
Express,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123180355/express,2.6,3,Boulder,V7-,1,20,36.32395,-115.6182
Cavity,Sweet Tooth Boulder > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111460708/cavity,2.1,-1,Boulder,V4-,1,,36.14718,-115.42275
Subway Roof Right,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123261967/subway-roof-right,2,-1,Boulder,V7,1,,36.32395,-115.6182
Supersonic Bionic Robot Voodoo Power,The Fountainhead > (14) Black Velvet Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121985773/supersonic-bionic-robot-voodoo-power,2.5,-1,Boulder,V10-,1,10,36.03627,-115.46189
Peruvian Right,Peruvian Flake Boulder > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/122386748/peruvian-right,2,-1,Boulder,V2,1,12,36.16039,-115.49716
Pretzel Traverse,Pretzel Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116356013/pretzel-traverse,1.7,-1,Boulder,V6,1,7,36.15968,-115.41673
Hold The Doors,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123183176/hold-the-doors,2,-1,Boulder,V11,1,20,36.32395,-115.6182
Drowned and Derailed,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123019618/drowned-and-derailed,2,-1,Boulder,V10,1,18,36.32395,-115.6182
Carpool,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123180369/carpool,2,-1,Boulder,V9,1,35,36.32395,-115.6182
Master Splinter,Master Splinter Boulder > The Sewers > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123180172/master-splinter,2,-1,Boulder,V7,1,9,36.32415,-115.6162
#48,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123180326/48,2.5,-1,Boulder,V8,1,18,36.32395,-115.6182
Turtles in a Half-Shell,Half-Shell Boulder > The Sewers > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/122969193/turtles-in-a-half-shell,2,-1,Boulder,V4-5,1,10,36.3241,-115.61633
The Muffler,Tailpipe Boulder > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123537696/the-muffler,2.5,-1,Boulder,V5,1,15,36.16942,-115.42246
Monkey's Uncle,Monkey Bar Boulder > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123281460/monkeys-uncle,2,-1,Boulder,V8,1,45,36.16154,-115.41099
Tortoise And The Hare,Red Spring (aka Turtle Shell) Boulder > Main Cluster > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123535031/tortoise-and-the-hare,2,-1,Boulder,V8,1,60,36.1434,-115.42008
The Burro,Ride the White Horse > Red Rock Wash > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120304254/the-burro,1.8,2,Boulder,V6-7,1,12,36.16302,-115.50815
Angel Dyno Sit,Angel Dyno > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120554237/angel-dyno-sit,2,-1,Boulder,V8,1,15,36.15968,-115.4161
Old Times,Heart and Sole > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120120112/old-times,2.2,-1,Boulder,V7,1,15,36.16079,-115.42375
Ultra Classic,Locals Only Boulder > Big Sandy > Henderson Crags > Southern Nevada > Nevada,https://www.mountainproject.com/route/123928930/ultra-classic,3.3,-1,Boulder,V3,1,12,36.06038,-114.9212
